Keff(MJ/m3):0.08050891198112536 Ms(MA/m):0.7235701394985856
H(kOe) moment(emu) M(MA/m) M_norm()
9.971625 3.88423e-05 1.0089735410947214 1.007058559502553
9.948392 3.946183e-05 1.0250665473769036 1.0231210220593174
9.924938000000001 3.944216e-05 1.0245555964405961 1.0226110408824711
9.901438 3.926427e-05 1.0199346985219524 1.017998913198222
9.877549 3.852393e-05 1.0007035131540916 0.9988042276635829
9.853316000000001 3.904094e-05 1.0141334441952856 1.0122086693636987
9.828938 3.920792e-05 1.0184709422809295 1.0165379350937338
9.804827 3.906935e-05 1.0148714267118335 1.0129452512261392
9.780642 3.901156e-05 1.013370264809993 1.0114469384549167
9.756086 3.737856e-05 0.9709512063966734 0.9691083893044373
9.73154 3.859974e-05 1.0026727653392196 1.000769742306019
9.707049000000001 3.844133e-05 0.9985578828877473 0.9966626696967552
9.682021 3.89292e-05 1.0112308688204517 1.0093116029325448
9.657188 3.875851e-05 1.0067969992058958 1.0048861485819658
9.63254 3.866506e-05 1.0043695276757523 1.002463284272038
9.60778 3.876215e-05 1.0068915524040738 1.004980522322877
9.582762 3.841221e-05 0.9978014573023242 0.9959076797694667
9.557872999999999 3.852355e-05 1.0006936422158204 0.9987943754598614
9.533063 3.793938e-05 0.9855191527159373 0.9836486863862327
9.508123 3.800921e-05 0.9873330675040586 0.9854591584543148
9.482966000000001 3.855621e-05 1.0015420233840866 0.9996411464428709
9.458205 3.964071e-05 1.0297131616873598 1.0277588173269463
9.433622999999999 3.836083e-05 0.9964668025434287 0.9945755581189146
9.408567 3.809055e-05 0.9894459678171874 0.9875680485877502
9.383151 3.946813e-05 1.0252301971429807 1.0232843612262787
9.357975 3.668451e-05 0.9529224571671789 0.951113857744186
9.333365 3.762808e-05 0.9774327761794606 0.975577657390186
9.308371999999999 3.879749e-05 1.0078095496633064 1.0058967772689749
9.283353 4.008779e-05 1.0413265803250982 1.0393501942737904
9.258252 3.856411e-05 1.0017472349955165 0.9998459685728701
9.233234 3.82129e-05 0.9926241501790183 0.9907401989175488
9.208058999999999 3.979082e-05 1.0336124420660637 1.0316506970654513
9.183114 3.915801e-05 1.017174472467452 1.0152439259154726
9.158299999999999 3.973807e-05 1.0322421999770848 1.030283055627798
9.133576 3.877735e-05 1.0072863899349265 1.0053746104717363
9.108632 3.94297e-05 1.0242319335699106 1.0222879923078143
9.083343999999999 3.877884e-05 1.0073250944034111 1.005413241481065
9.058233 3.893052e-05 1.0112651573428677 1.009345826377051
9.033383 3.844609e-05 0.9986815293776721 0.9967860815117926
9.008409 3.768336e-05 0.978868737936404 0.977010893763143
8.983345 3.920749e-05 1.018459772534991 1.0165267865474175
8.958512 4.016708e-05 1.0433862295238685 1.0414059343608335
8.933409 3.775637e-05 0.9807652568921642 0.9789038132202627
8.908456 3.875899e-05 1.0068094677595016 1.0048985934708772
8.883456 3.853657e-05 1.0010318517323795 0.9991319430715815
8.858234 3.985346e-05 1.03523958831163 1.0332747550683818
8.833438 3.819057e-05 0.9920441026748116 0.9901612523146521
8.808225 3.743511e-05 0.9724201578683654 0.9705745527793053
8.782873 3.748052e-05 0.9735997349917882 0.9717518911240228
8.758113999999999 3.879674e-05 1.007790067548297 1.0058773321300507
8.733058000000002 3.87506e-05 1.0065915278329325 1.0046810671834476
8.708326 3.8922e-05 1.0110438405163633 1.0091249295988745
8.683058 3.833469e-05 0.9957877858949754 0.9938978302102841
8.658363 3.987199e-05 1.0357209264331237 1.0337551796340638
8.633483 3.766771e-05 0.9784622111365456 0.9766051385309291
8.608308000000001 3.791786e-05 0.9849601458959406 0.983090740533374
8.583122999999999 3.93067e-05 1.021036866708405 1.0190989895242815
8.558187 3.884466e-05 1.0090348448166169 1.0071197468730337
8.53342 3.731331e-05 0.9692562623908748 0.967416662218051
8.5084 3.923268e-05 1.0191141118377658 1.017179883946744
8.483465 3.878603e-05 1.007511862945966 1.0055996555462166
8.458392 3.812642e-05 0.9903777324376931 0.9884980447653544
8.433215 3.846059e-05 0.999058183601183 0.997162020864323
8.408316999999998 3.970495e-05 1.0313818697782795 1.029424358292915
8.383216000000001 3.820481e-05 0.9924140030984524 0.9905304506856887
8.358438 3.920353e-05 1.0183569069677425 1.0164241162138987
8.333159 3.856382e-05 1.0017397019110466 0.9998384497858197
8.308114 3.979903e-05 1.0338257062850307 1.0318635565195389
8.28312 3.854567e-05 1.0012682347278243 0.9993678774238592
8.258493 3.84794e-05 0.9995467950456134 0.9976497049485366
8.233144 3.932757e-05 1.0215789890287272 1.019640082923406
8.208233 3.809873e-05 0.9896584527515542 0.987780130236281
8.18315 3.919879e-05 1.0182337800008845 1.0163012229358992
8.157965 3.883829e-05 1.0088693767198056 1.0069545928264394
8.133056999999999 3.717113e-05 0.9655629729082015 0.9637303824151024
8.107845000000001 3.890249e-05 1.0105370457645915 1.0086190967183322
8.083131 3.960109e-05 1.0286839864918083 1.0267315954547223
8.058298 4.00403e-05 1.040092972802717 1.038118928077124
8.033271 3.886969e-05 1.0096850279348566 1.0077686959760566
8.008316 3.827903e-05 0.9943419531997608 0.9924547416336058
7.983105999999999 3.698733e-05 0.9607885559232853 0.9589650270361323
7.957835 3.943619e-05 1.0244005188051233 1.0224562575766363
7.932947 3.785687e-05 0.9833758603033941 0.9815094618360759
7.907817 3.785338e-05 0.983285203528218 0.9814189771229496
7.883011000000001 3.801008e-05 0.9873556667574693 0.9854817148154666
7.857928 3.84987e-05 1.0000481348051826 0.9981500931901801
7.832816 3.789453e-05 0.9843541222383884 0.9824858670785787
7.80778 3.891154e-05 1.0107721299523686 1.0088537347280147
7.782725 3.846285e-05 0.9991168897077439 0.9972206155496138
7.757604000000001 3.853102e-05 1.0008876840813117 0.9989880490435443
7.732844 3.924859e-05 1.0195273924374941 1.0175923801604516
7.707974 3.910714e-05 1.0158530655467626 1.0139250269593887
7.682983 3.867911e-05 1.0047344926302575 1.002827556541214
7.657779000000001 3.95842e-05 1.0282452492618015 1.0262936909261542
7.632733 3.969197e-05 1.0310446993078537 1.0290878277552704
7.607724 3.640274e-05 0.9456031564389971 0.9438084486847061
7.5827979999999995 3.823423e-05 0.9931782215298794 0.9912932186685469
7.5579089999999995 3.904411e-05 1.0142157886013914 1.0122908574842175
7.532817 3.970349e-05 1.0313439445943948 1.0293865050891429
7.507771 3.788956e-05 0.984225020756261 0.9823570106246425
7.482604 4.035316e-05 1.0482198721384128 1.0462304029621325
7.457659 3.742689e-05 0.9722066338878649 0.9703614340566985
7.432687 3.936896e-05 1.0226541420157005 1.0207131953234907
7.4077150000000005 3.780631e-05 0.9820625059902419 0.9801986002040806
7.382826 3.743652e-05 0.9724567842445829 0.9706111096404826
7.357863 3.824943e-05 0.9935730590607321 0.9916873068174062
7.332733 3.785915e-05 0.9834350859330221 0.9815685750584049
7.3080110000000005 3.94454e-05 1.0246397591774359 1.0226950438826228
7.282752 3.904405e-05 1.0142142300321906 1.0122893018731036
7.257899999999999 4.024662e-05 1.0454523727609755 1.0434681561608514
7.232918 3.763257e-05 0.9775494091079822 0.9756940689552108
7.207988 4.005021e-05 1.0403503964823715 1.0383758631794393
7.182566 3.908903e-05 1.0153826374096744 1.0134554916715044
7.157381 3.81916e-05 0.9920708581127576 0.9901879569721078
7.132465 3.754569e-05 0.975292600905319 0.9734415440622571
7.10753 3.987754e-05 1.0358650940841916 1.0338990736621012
7.082585 3.84614e-05 0.999079224285393 0.9971830216143609
7.057956 3.832954e-05 0.9956540087052458 0.9937643069230062
7.032552 3.698647e-05 0.960766216431408 0.9589427299434995
7.007289 3.935673e-05 1.0223364536602841 1.0203961099247705
6.982502 4.009432e-05 1.0414962046064449 1.0395194966166885
6.957465 3.978871e-05 1.0335576323825044 1.0315959914079451
6.93265 3.841803e-05 0.9979526385147953 0.9960585740475167
6.907733 3.831826e-05 0.9953609976955077 0.9934718520335895
6.882511 3.857434e-05 1.0020129710442418 1.0001112002677932
6.857567 3.656885e-05 0.9499180552712301 0.9481151580535893
6.832493 3.744974e-05 0.9728001889918113 0.9709538626225825
6.80747 3.962715e-05 1.0293609250479938 1.0274072492152007
6.782474000000001 4.02648e-05 1.045924619228798 1.0439395063283687
6.757456 3.82011e-05 0.9923176315695404 0.9904342620651448
6.732525 3.956105e-05 1.0276439013118517 1.0256934843047008
6.707242 3.791471e-05 0.984878321012902 0.9830090709498932
6.682456 3.694989e-05 0.9598160087420271 0.9579943257010474
6.657576 4.011437e-05 1.0420170264810233 1.0400393299972561
6.632625 3.922677e-05 1.0189605927714935 1.0170266562520232
6.607502 3.938038e-05 1.022950789686907 1.0210092799721733
6.582325 3.821695e-05 0.9927293536000678 0.9908452026677382
6.557113 3.858993e-05 1.002417939274899 1.000515399888893
6.532271 4.176597e-05 1.0849192413465705 1.0828601185930502
6.50741 3.776568e-05 0.9810070948798115 0.979145192211439
6.482520999999999 3.889965e-05 1.01046327348909 1.00854546445894
6.457465 3.806488e-05 0.9887791599608066 0.986902506299512
6.432316 3.881095e-05 1.0081591886873378 1.0062457526955306
6.407048 3.888208e-05 1.0100068724748081 1.0080899296710808
6.382011 3.926242e-05 1.0198866426382633 1.0179509485222098
6.3571040000000005 3.995691e-05 1.0379268213752295 1.0359568878972962
6.332131 3.865514e-05 1.004111844234564 1.0022060899012033
6.307327 3.884887e-05 1.0091442044222017 1.0072288989195268
6.282243 3.789421e-05 0.9843458098693177 0.9824775704859711
6.257270999999999 3.792948e-05 0.9852619887978162 0.9833920105524363
6.232428 3.806794e-05 0.988858646990044 0.9869818424663218
6.207252 3.828895e-05 0.994599636640949 0.9927119360044404
6.1821779999999995 3.749888e-05 0.9740766571672127 0.9722279081248817
6.157483 3.942743e-05 1.0241729677018159 1.022229138354004
6.132207 3.813065e-05 0.9904876115663449 0.9886077153488856
6.107409 3.718064e-05 0.9658100061265177 0.9639769467766583
6.082298 4.000561e-05 1.0391918600431593 1.0372195255847603
6.057252 3.829342e-05 0.9947157500464037 0.9928278290324273
6.032456 4.087686e-05 1.061823583645489 1.0598082953014505
6.007502000000001 3.832984e-05 0.9956618015512496 0.9937720849785759
5.982225000000001 3.778733e-05 0.9815694785997431 0.9797065085550445
5.957187 4.019502e-05 1.044112003248344 1.0421303306028815
5.932344 3.717714e-05 0.9657190895898085 0.9638862027950134
5.90717 3.702191e-05 0.9616868113059751 0.9598615775747873
