Keff: -0.18730879334806985	Ms:1.3005705045572917
H(kOe) moment(emu) M(MA/m) M_norm()
9.972128000000001 9.98046e-05 1.0843972876275332 0.999206931070882
9.948665 9.922065e-05 1.07805255205312 0.9933606385412908
9.925229999999999 9.978261e-05 1.0841583618029227 0.9989867752823287
9.901611999999998 9.936929e-05 1.0796675558989643 0.9948487675276739
9.877877 0.0001000801 1.0873906511873428 1.0019651356978232
9.853697 0.0001004794 1.0917291269384573 1.0059627803712812
9.829565 0.0001008342 1.095584101134539 1.009514907418972
9.805239 9.999939e-05 1.0865137206141586 1.0011570968758978
9.780989 9.898729e-05 1.075517048168121 0.991024324088503
9.756628000000001 9.919646e-05 1.0777897227808446 0.9931184571622499
9.731848 9.983771e-05 1.0847570345148845 0.9995384162077168
9.707220999999999 9.975924e-05 1.0839044419975044 0.9987528034415605
9.682304 0.0001006654 1.0937500547864596 1.0078249439306681
9.657758 9.966458e-05 1.08287594183572 0.9978051023526812
9.633017 9.928869e-05 1.0787918204981632 0.9940418299852728
9.608008 0.0001005896 1.0929264723623813 1.0070660622220577
9.583200999999999 9.909518e-05 1.076689294971997 0.9921044790692677
9.558387 0.0001000602 1.0871744336380136 1.001765904220233
9.533295 9.962204e-05 1.0824137360795156 0.9973792075257117
9.508528 9.912726e-05 1.07703785069976 0.9924256522251018
9.483582 9.951221e-05 1.081220410780881 0.9962796299787899
9.458868 9.888911e-05 1.0744503024900736 0.9900413820548439
9.433823 9.852277e-05 1.0704699438457876 0.9863737207734148
9.408788000000001 9.917664e-05 1.0775743744477944 0.992920026615223
9.383387 9.984351e-05 1.084820052695091 0.9995964836735473
9.358535 9.963509e-05 1.0825555269849803 0.99750985932383
9.333609000000001 9.982619e-05 1.0846318673707505 0.9994230822066195
9.308701999999998 9.847754e-05 1.0699785106922117 0.9859208946562585
9.283842 0.0001003155 1.089948320087449 1.004321873879972
9.259155 9.98344e-05 1.0847210706913528 0.9995052777056653
9.233679 0.0001003507 1.0903307752500817 1.00467428332777
9.208378 9.953132e-05 1.0814280448194578 0.9964709522670687
9.183664 9.932491e-05 1.0791853581683495 0.9944044512977513
9.158691999999999 9.967283e-05 1.082965579764462 0.9978876983170087
9.133747999999999 9.967425e-05 1.082981008353409 0.9979019148345052
9.108822 9.961621e-05 1.0823503919432045 0.9973208397109201
9.083785 9.996497e-05 1.0861397403102435 1.000812496501091
9.058745 9.88899e-05 1.0744588860008257 0.9900492912441552
9.033859 9.888646e-05 1.0744215097008412 0.9900148512299387
9.008851 0.0001001823 1.0885010749833959 1.0029883244922821
8.983683999999998 9.96571e-05 1.0827946701136606 0.9977302153450242
8.958717 9.985628e-05 1.0849588013435802 0.9997243322146944
8.933739 0.0001000444 1.0870027634229684 1.0016077204340055
8.908591 0.0001006352 1.0934219256412465 1.0075225926430689
8.883415000000001 9.92373e-05 1.0782334576911266 0.993527332214752
8.858285 9.996142e-05 1.0861011688378759 1.00077695520735
8.833697 9.891567e-05 1.0747388822946053 0.9903072910018187
8.809072 9.995618e-05 1.0860442351716202 1.0007244942554618
8.783887 9.911741e-05 1.0769308284454437 0.9923270376495105
8.758507999999999 9.962958e-05 1.0824956597137843 0.9974546952312913
8.733396 9.986667e-05 1.085071690807778 0.9998283530715871
8.708415 9.942059e-05 1.0802249408376874 0.9953623642513112
8.683518 9.929651e-05 1.0788767863894073 0.9941201209478235
8.65877 9.909317e-05 1.0766674559129947 0.9920843556888681
8.633618 9.997408e-05 1.0862387223139816 1.0009037024689726
8.608535 0.0001010201 1.0976039424621928 1.0113760698151548
8.583508 9.938802e-05 1.0798710611602174 0.9950362853957778
8.558776 9.986338e-05 1.085035944288316 0.9997954148021764
8.533795 9.951073e-05 1.0812043302797245 0.9962648127633711
8.508851 9.980753e-05 1.084429122673741 0.9992362651527583
8.483813 9.910017e-05 1.0767435123373814 0.9921544371131458
8.459045 9.807952e-05 1.0656539424015565 0.9819360648718114
8.433416 9.914215e-05 1.0771996335796352 0.9925747254261732
8.408405 9.892461e-05 1.0748360172137512 0.9903967949922537
8.383471 9.962226e-05 1.082416126424282 0.9973814100847603
8.358554 9.927663e-05 1.0786607861441477 0.9939210897028741
8.333851000000001 9.980927e-05 1.0844480281278028 0.9992536853925074
8.308813 9.940843e-05 1.0800928199633235 0.9952406228057084
8.283878000000001 0.0001001203 1.0878274323673953 1.00236760330582
8.258700999999999 9.949472e-05 1.0810303783719475 0.9961045265344152
8.233191999999999 9.945971e-05 1.080649987597977 0.9957540192967049
8.208424 9.995757e-05 1.086059337804463 1.0007384104239971
8.183331 9.950937e-05 1.0811895536029865 0.9962511969437972
8.1583 0.0001002246 1.0889606730907642 1.003411816527562
8.133331 9.885635e-05 1.0740943584239413 0.9897134009892228
8.108285 0.0001005226 1.092198503728961 1.0063952828753968
8.083497999999999 9.976061e-05 1.0839193273262773 0.9987665193774549
8.058315 9.973472e-05 1.0836380272080794 0.9985073182239467
8.033331 0.0001000102 1.0866311734638194 1.001265322618247
8.008313 9.878995e-05 1.0733729089126116 0.9890486286217859
7.983442 9.982531e-05 1.0846223059916844 0.9994142719704244
7.9584790000000005 0.000100199 1.0886825238815765 1.003155518747345
7.933285 9.934537e-05 1.0794076602316298 0.9946092892892839
7.908285 0.0001000286 1.086831093207923 1.001449536647778
7.883137 0.0001001122 1.0877394242191756 1.002286509086298
7.858118 0.0001002776 1.08953652887541 1.003942433025667
7.833053 0.000100237 1.089095401613964 1.0035359607648544
7.8079790000000004 0.0001009249 1.0965695750905273 1.010422962444974
7.7832110000000005 9.937835e-05 1.079765994642528 0.9949394729139536
7.758367 9.927382e-05 1.0786302549223579 0.9938929570168423
7.733424 9.854256e-05 1.0706849662227338 0.9865718509714808
7.7082749999999995 9.94548e-05 1.080596639448871 0.9957048621833898
7.683451 9.958501e-05 1.0820113975945074 0.997008476791281
7.657888 9.922473e-05 1.078096882083334 0.9934014860000127
7.633063 9.936535e-05 1.0796247469972378 0.9948093216974375
7.608044 9.887214e-05 1.0742659199869518 0.9898714846591298
7.583053 9.967594e-05 1.0829993705472967 0.9979188344926522
7.558294 0.0001002061 1.0887596668263124 1.0032266013348274
7.533331 9.976895e-05 1.0840099431233328 0.998850016388666
7.508033999999999 9.849526e-05 1.070171042097946 0.9860983007760022
7.483026 0.0001001926 1.0886129865792797 1.0030914443022911
7.4580720000000005 9.967462e-05 1.0829850284786982 0.9979056191383598
7.433396 9.996358e-05 1.086124637677401 1.0007985803325559
7.408479000000001 0.0001001709 1.0883772116636796 1.0028741918870294
7.383452 9.918836e-05 1.077701714632625 0.9930373629427283
7.358322 9.961057e-05 1.0822891121955553 0.9972643741062162
7.333229 0.0001000582 1.087152703231046 1.0017458809561535
7.308331 9.931935e-05 1.079124947636979 0.9943487866236105
7.283377000000001 9.952349e-05 1.081342970276179 0.9963925611881979
7.258479 0.0001002098 1.0887998680792026 1.0032636443733742
7.233396 9.997607e-05 1.0862603440689147 1.0009236256167318
7.2085159999999995 0.0001004982 1.0919333927639545 1.006150999053628
7.182868 9.957829e-05 1.0819383834270957 0.9969411986239741
7.158017 9.938332e-05 1.0798199947038432 0.9949892307251911
7.133063 0.0001003288 1.0900928272937846 1.0044550285861003
7.108081 0.0001002312 1.0890323834337576 1.003477893299024
7.083229 9.928885e-05 1.0787935589307207 0.9940434318463992
7.05822 9.931207e-05 1.0790458489556163 0.9942759019423614
7.033081 9.942824e-05 1.080308059644339 0.9954389532364151
7.007905 9.904755e-05 1.0761717853300599 0.9916276250352162
6.982951 0.0001002546 1.0892866291952805 1.0037121654887535
6.957998 9.866977e-05 1.0720671287579184 0.9878454306832528
6.933044 9.936512e-05 1.0796222480004365 0.9948070190220683
6.9081 9.930901e-05 1.0790126014329557 0.9942452663483199
6.882906 9.927067e-05 1.0785960295313837 0.9938614203759173
6.857563 0.0001002596 1.0893409552127 1.003762223648952
6.8325439999999995 9.942282e-05 1.0802491702414565 0.9953846901907598
6.807544 9.95009e-05 1.0810975253294781 0.9961663984204208
6.782701 9.907874e-05 1.076510671026722 0.9919398878385348
6.757923 9.953225e-05 1.0814381494586978 0.9964802630848658
6.732850999999999 9.951286e-05 1.0812274731631453 0.9962861375396156
6.707757 9.968116e-05 1.0830560869094827 0.9979710952118995
6.682655 9.87716e-05 1.0731735324286822 0.9888649151738569
6.657785 9.898709e-05 1.0755148751274242 0.991022321762095
6.632896 9.919159e-05 1.077736809239878 0.9930697005142165
6.607951 9.9049e-05 1.0761875398751115 0.9916421419016739
6.582669 9.931746e-05 1.0791044124023945 0.9943298646390555
6.557414 9.896003e-05 1.0752208627211504 0.9907514069991004
6.53267 9.933538e-05 1.0792991168488257 0.9945092730852072
6.507479 9.963058e-05 1.082506524917268 0.9974647068633309
6.4825159999999995 9.854082e-05 1.070666060768672 0.9865544307317318
6.457535 9.980582e-05 1.0844105431757836 0.9992191452619703
6.432563 9.973093e-05 1.0835968480868756 0.9984693741385162
6.407535 9.99927e-05 1.0864410324028517 1.0010901190575523
6.382386 9.918855e-05 1.0777037790212873 0.9930392651528159
6.357507 9.8665e-05 1.0720153017373004 0.9877976751984235
6.332285 9.884746e-05 1.0739977667649696 0.9896243975803897
6.307506999999999 0.0001000745 1.0873298060478331 1.0019090705584008
6.2826 0.0001006515 1.0935990284580335 1.007685782245316
6.257572 9.83487e-05 1.0685786378753481 0.9846309959842617
6.232600000000001 9.99755e-05 1.0862541509029289 1.0009179189864692
6.207581 9.969146e-05 1.0831679985053666 0.9980742150219086
6.182600000000001 9.902276e-05 1.0759024369356944 0.9913794366769517
6.157553 9.897014e-05 1.0753307099283724 0.9908526245990219
6.132831 9.948554e-05 1.0809306358039656 0.9960126197522907
6.107779000000001 9.9668e-05 1.0829131008316346 0.9978393421342568
6.082655 9.950401e-05 1.0811313161123128 0.9961975345960642
6.057588 9.842623e-05 1.0694210171014538 0.9854071978163008
6.032313 9.962651e-05 1.0824623035390886 0.9974239595209293
6.007479 9.921392e-05 1.0779794292336733 0.9932932602576634
5.982627000000001 9.916012e-05 1.0773948812862404 0.9927546344539269
5.957479 9.82658e-05 1.0676779125065343 0.9838010316881695
5.9324889999999995 9.940482e-05 1.0800535965787466 0.995204480814045
5.907424 9.878597e-05 1.0733296654027458 0.9890087823262677
5.882442 9.956111e-05 1.0817517192312425 0.9967691987855318
5.857433 0.000100109 1.0877046555680274 1.0022544718637711
5.8325439999999995 0.0001005216 1.0921876385254772 1.0063852712433572
5.807525 9.997138e-05 1.0862093862645752 1.0008766710624655
5.78246 9.841185e-05 1.0692647754753555 0.9852632305475697
5.757424 9.971462e-05 1.0834196366180537 0.9983060844199486
5.732442 9.995218e-05 1.0860007743576845 1.000684447727303
5.707618 9.900506e-05 1.0757101228340296 0.9912022307898486
5.682747999999999 9.941625e-05 1.0801777858545674 0.9953189137682589
5.657655 9.934025e-05 1.0793520303897923 0.9945580297332406
5.63216 0.0001004571 1.0914868329007668 1.0057395209767956
5.607016 9.911264e-05 1.0768790014248257 0.9922792821646812
5.582146 9.880278e-05 1.0735123094733097 0.9891770778608552
5.557197 9.911058e-05 1.076856619105649 0.9922586582026794
5.531979000000001 9.946958e-05 1.0807572271563628 0.9958528341049369
5.507183 9.777791e-05 1.0623768883787827 0.9789164565323132
5.482109 9.871179e-05 1.0725236846083113 0.9882661194615616
5.456998 9.832521e-05 1.0683234142455118 0.9843958227476489
5.432202 9.909721e-05 1.0767113513350692 0.9921248026823083
5.407442 9.909902e-05 1.076731017353375 0.9921429237363002
5.382155 9.99468e-05 1.0859423195629414 1.0006305851469293
5.357451 9.833794e-05 1.0684617282858617 0.9845232708235144
5.332415 9.891912e-05 1.0747763672466248 0.9903418311323557
5.307229 9.930918e-05 1.0790144485175481 0.9942469683257668
5.282220000000001 9.899365e-05 1.0755861508622784 0.9910879980682755
5.257238999999999 9.931852e-05 1.0791159295180874 0.9943404769690176
5.232331 9.927323e-05 1.0786238444523024 0.9938870501539389
5.20734 9.911446e-05 1.0768987760951663 0.9922975033349934
5.182035 9.867944e-05 1.0721721952756078 0.987942243165077
5.15684 9.884343e-05 1.0739539799949296 0.9895840507032697
5.131933 9.901085e-05 1.075773032362201 0.9912601981393585
5.106822 9.931349e-05 1.0790612775445636 0.9942901184598578
5.0819600000000005 0.0001000368 1.086920187876491 1.0015316320305037
5.057026 9.928356e-05 1.078736082004291 0.9939904703129092
5.031933 9.89814e-05 1.0754530521196008 0.990965355575789
5.006895999999999 9.969898e-05 1.0832497048355654 0.9981495024948472
4.982174 9.81659e-05 1.0665924786784946 0.982800869647402
4.957229 9.894343e-05 1.0750405003433177 0.990585213907241
4.932296999999999 0.0001000454 1.0870136286264522 1.001617732066045
4.907220000000001 9.873861e-05 1.072815089365749 0.9885346314328668
