Keff: 0.06800558297525001	Ms:1.3086104235272595
H(kOe) moment(emu) M(MA/m) M_norm()
9.972190000000001 7.214482e-05 1.426968900419251 1.008614370418162
9.948894000000001 7.244523e-05 1.4329107785384971 1.0128142262500475
9.925357 7.148577e-05 1.4139333996886188 0.9994005793126592
9.901449000000001 7.10575e-05 1.4054625493769466 0.9934131878905311
9.877450000000001 7.161821e-05 1.4165529607488798 1.0012521451938714
9.85369 7.121312e-05 1.4085405929604393 0.9955888197421938
9.829265 7.065344e-05 1.3974705541941546 0.9877642622641153
9.805061 7.154932e-05 1.415190369677894 1.0002890345508881
9.780793 7.087788e-05 1.4019098043026181 0.9909020261298598
9.756283 7.181071e-05 1.4203604622899566 1.0039433746723772
9.731724 7.136982e-05 1.4116399981110197 0.9977795504397619
9.707386 7.197157e-05 1.4235421490322817 1.0061922638875067
9.682154 7.122369e-05 1.4087496594086948 0.9957365927062863
9.657311 7.128919e-05 1.4100451988941 0.996652309749622
9.632695 7.074917e-05 1.3993640197657247 0.9891026071886728
9.608229 7.096284e-05 1.403590247580176 0.99208980200775
9.583504999999999 7.261497e-05 1.4362681048324317 1.0151872615315103
9.558366 7.147458e-05 1.4137120701185169 0.9992441384925841
9.533145000000001 7.234269e-05 1.4308826164189021 1.0113806747138085
9.508468 7.102926e-05 1.4049039839560633 0.9930183810309311
9.483673000000001 7.184466e-05 1.421031967107201 1.0044180096894955
9.458635000000001 7.184808e-05 1.4210996120696453 1.0044658227015293
9.433742 7.178848e-05 1.4199207700340701 1.003632590094158
9.40895 7.186466e-05 1.4214275516828971 1.0046976179470024
9.383524 7.091359e-05 1.402616120562524 0.9914012666736388
9.358422000000001 7.169055e-05 1.4179837901591732 1.0022634882612744
9.333478 7.197249e-05 1.423560345922764 1.0062051258673521
9.30858 7.165377e-05 1.4172563101244677 1.0017492886757189
9.283736000000001 7.153142e-05 1.4148363214826458 1.0000387851604193
9.258922 7.171603e-05 1.4184877649086103 1.0026197091813385
9.233523 7.119815e-05 1.4082444979055306 0.9953795329614498
9.208714 7.196045e-05 1.4233222040081948 1.0060368016963328
9.183959000000002 7.152247e-05 1.4146592973850216 0.9999136604651848
9.158719 7.154727e-05 1.415149822258885 1.0002603747044936
9.133773999999999 7.105835e-05 1.4054793617214134 0.993425071241475
9.108728 7.240485e-05 1.432112093280166 1.0122496971781405
9.083902 7.125227e-05 1.4093149497673647 0.9961361529062639
9.058950000000001 7.074256e-05 1.3992332790634572 0.9890101966595669
9.033699 7.166174e-05 1.4174139505778829 1.0018607125663357
9.008617000000001 7.181012e-05 1.4203487925449736 1.0039351262287808
8.983599 7.081129e-05 1.4005927054578373 0.9899710704364899
8.958616 7.166687e-05 1.4175154180215486 1.0019324320843859
8.93345 7.108306e-05 1.4059681064646863 0.9937705272436251
8.908695 7.149055e-05 1.4140279444022106 0.9994674056862036
8.88369 7.126366e-05 1.409540235183224 0.9962953898089143
8.858486000000001 7.214768e-05 1.4270254690135757 1.0086543543989857
8.833607 7.094961e-05 1.4033285683833527 0.991904841145409
8.808727999999999 7.173332e-05 1.4188297477742997 1.0028614305199535
8.783552 7.167327e-05 1.4176420050857717 1.0020219067267884
8.758477999999998 7.152009e-05 1.4146122228205138 0.9998803870825415
8.733459 7.119083e-05 1.4080997139508258 0.9952771963392022
8.708562 7.178328e-05 1.419817918044389 1.0035598919472062
8.683752 7.206148e-05 1.4253204994923245 1.00744924280913
8.658773 7.162574e-05 1.4167018983416295 1.0013574177028228
8.633829 7.131895e-05 1.4106338287427362 0.9970683668367927
8.608848 7.246911e-05 1.4333831065218783 1.0131480785095108
8.583626 7.157102e-05 1.415619578942524 1.0005924095102832
8.558695 7.260957e-05 1.4361612969969932 1.0151117673019832
