
                               Adjusted      Adjusted  
    Field         Moment        Field         Moment   
     (Oe)         (emu)          (Oe)         (emu)    
+9.993090E+03,-8.922626E-06,+9.993090E+03,+64.72741E-06
+9.976802E+03,-8.113062E-06,+9.976802E+03,+65.41693E-06
+9.958593E+03,-8.887819E-06,+9.958593E+03,+64.50798E-06
+9.940121E+03,-8.650602E-06,+9.940121E+03,+64.60906E-06
+9.921256E+03,-7.911384E-06,+9.921256E+03,+65.20923E-06
+9.902473E+03,-6.981468E-06,+9.902473E+03,+66.00071E-06
+9.883238E+03,-7.932314E-06,+9.883238E+03,+64.90811E-06
+9.864056E+03,-6.639797E-06,+9.864056E+03,+66.05925E-06
+9.844629E+03,-7.232328E-06,+9.844629E+03,+65.32354E-06
+9.825296E+03,-6.761305E-06,+9.825296E+03,+65.65208E-06
+9.805811E+03,-7.418954E-06,+9.805811E+03,+64.85082E-06
+9.786000E+03,-7.024529E-06,+9.786000E+03,+65.09924E-06
+9.766713E+03,-5.862403E-06,+9.766713E+03,+66.11922E-06
+9.747259E+03,-7.023079E-06,+9.747259E+03,+64.81516E-06
+9.727184E+03,-6.643555E-06,+9.727184E+03,+65.04673E-06
+9.707269E+03,-6.635704E-06,+9.707269E+03,+64.90781E-06
+9.687250E+03,-6.436431E-06,+9.687250E+03,+64.95954E-06
+9.667527E+03,-5.514507E-06,+9.667527E+03,+65.73611E-06
+9.647510E+03,-5.213168E-06,+9.647510E+03,+65.88992E-06
+9.627769E+03,-5.350279E-06,+9.627769E+03,+65.60731E-06
+9.607829E+03,-5.063624E-06,+9.607829E+03,+65.74701E-06
+9.587907E+03,-5.737740E-06,+9.587907E+03,+64.92607E-06
+9.567953E+03,-5.164053E-06,+9.567953E+03,+65.35269E-06
+9.548165E+03,-6.021445E-06,+9.548165E+03,+64.34946E-06
+9.527926E+03,-4.745640E-06,+9.527926E+03,+65.47610E-06
+9.507991E+03,-3.557081E-06,+9.507991E+03,+66.51774E-06
+9.488027E+03,-3.689844E-06,+9.488027E+03,+66.23784E-06
+9.468333E+03,-3.990245E-06,+9.468333E+03,+65.79229E-06
+9.448339E+03,-4.514348E-06,+9.448339E+03,+65.12082E-06
+9.428259E+03,-3.912480E-06,+9.428259E+03,+65.57470E-06
+9.408333E+03,-3.093134E-06,+9.408333E+03,+66.24719E-06
+9.388176E+03,-3.875559E-06,+9.388176E+03,+65.31621E-06
+9.368380E+03,-3.010083E-06,+9.368380E+03,+66.03578E-06
+9.348064E+03,-2.736285E-06,+9.348064E+03,+66.15985E-06
+9.328260E+03,-2.792051E-06,+9.328260E+03,+65.95813E-06
+9.308247E+03,-3.263848E-06,+9.308247E+03,+65.33883E-06
+9.288240E+03,-2.955681E-06,+9.288240E+03,+65.49955E-06
+9.268074E+03,-3.519733E-06,+9.268074E+03,+64.78687E-06
+9.248453E+03,-2.712495E-06,+9.248453E+03,+65.44950E-06
+9.228147E+03,-2.730228E-06,+9.228147E+03,+65.28211E-06
+9.207981E+03,-2.910489E-06,+9.207981E+03,+64.95323E-06
+9.188185E+03,-3.479998E-06,+9.188185E+03,+64.23781E-06
+9.168229E+03,-1.286674E-06,+9.168229E+03,+66.28407E-06
+9.148309E+03,-1.687097E-06,+9.148309E+03,+65.73682E-06
+9.127992E+03,-2.547889E-06,+9.127992E+03,+64.72630E-06
+9.108018E+03,-2.118087E-06,+9.108018E+03,+65.00888E-06
+9.088352E+03,-1.764905E-06,+9.088352E+03,+65.21713E-06
+9.068093E+03,-1.205048E-06,+9.068093E+03,+65.62768E-06
+9.048139E+03,-1.150459E-06,+9.048139E+03,+65.53520E-06
+9.028065E+03,-944.9357E-09,+9.028065E+03,+65.59278E-06
+9.007750E+03,-942.6597E-09,+9.007750E+03,+65.44533E-06
+8.987981E+03,-1.380599E-06,+8.987981E+03,+64.86170E-06
+8.968278E+03,-530.2155E-09,+8.968278E+03,+65.56686E-06
+8.947953E+03,+46.96778E-09,+8.947953E+03,+65.99425E-06
+8.928027E+03,+274.9761E-09,+8.928027E+03,+66.07540E-06
+8.907843E+03,-44.95179E-09,+8.907843E+03,+65.60671E-06
+8.887917E+03,+1.060556E-06,+8.887917E+03,+66.56536E-06
+8.867880E+03,-409.3046E-09,+8.867880E+03,+64.94783E-06
+8.848000E+03,+477.5743E-09,+8.848000E+03,+65.68819E-06
+8.828324E+03,+869.9805E-09,+8.828324E+03,+65.93559E-06
+8.808231E+03,+924.5524E-09,+8.808231E+03,+65.84208E-06
+8.788011E+03,+1.317467E-06,+8.788011E+03,+66.08596E-06
+8.767750E+03,+474.9309E-09,+8.767750E+03,+65.09410E-06
+8.747950E+03,+1.383240E-06,+8.747950E+03,+65.85648E-06
+8.728256E+03,+616.2427E-09,+8.728256E+03,+64.94433E-06
+8.708047E+03,+2.584376E-06,+8.708047E+03,+66.76352E-06
+8.688009E+03,+1.777750E-06,+8.688009E+03,+65.80922E-06
+8.668165E+03,+1.896128E-06,+8.668165E+03,+65.78134E-06
+8.648018E+03,+1.436590E-06,+8.648018E+03,+65.17332E-06
+8.627966E+03,+468.3125E-09,+8.627966E+03,+64.05725E-06
+8.608010E+03,+1.590330E-06,+8.608010E+03,+65.03220E-06
+8.587842E+03,+2.193776E-06,+8.587842E+03,+65.48700E-06
+8.568167E+03,+3.276857E-06,+8.568167E+03,+66.42508E-06
+8.547898E+03,+3.884482E-06,+8.547898E+03,+66.88332E-06
+8.528046E+03,+2.846251E-06,+8.528046E+03,+65.69878E-06
+8.508057E+03,+3.110712E-06,+8.508057E+03,+65.81591E-06
+8.488046E+03,+2.345298E-06,+8.488046E+03,+64.90302E-06
+8.467889E+03,+3.179993E-06,+8.467889E+03,+65.58916E-06
+8.448018E+03,+3.970518E-06,+8.448018E+03,+66.23322E-06
+8.427759E+03,+2.926404E-06,+8.427759E+03,+65.03980E-06
+8.408110E+03,+4.739982E-06,+8.408110E+03,+66.70857E-06
+8.387954E+03,+3.218022E-06,+8.387954E+03,+65.03806E-06
+8.368157E+03,+3.663551E-06,+8.368157E+03,+65.33768E-06
+8.348204E+03,+3.680860E-06,+8.348204E+03,+65.20793E-06
+8.328139E+03,+4.294197E-06,+8.328139E+03,+65.67339E-06
+8.308020E+03,+4.767915E-06,+8.308020E+03,+65.99882E-06
+8.287895E+03,+4.194159E-06,+8.287895E+03,+65.27675E-06
+8.267975E+03,+3.958444E-06,+8.267975E+03,+64.89422E-06
+8.247838E+03,+4.601902E-06,+8.247838E+03,+65.38926E-06
+8.228063E+03,+5.147205E-06,+8.228063E+03,+65.78883E-06
+8.207902E+03,+5.136695E-06,+8.207902E+03,+65.62973E-06
+8.187860E+03,+4.494408E-06,+8.187860E+03,+64.83973E-06
+8.167795E+03,+5.139039E-06,+8.167795E+03,+65.33648E-06
+8.147814E+03,+5.084808E-06,+8.147814E+03,+65.13499E-06
+8.127731E+03,+5.047460E-06,+8.127731E+03,+64.94963E-06
+8.107860E+03,+5.982431E-06,+8.107860E+03,+65.73815E-06
+8.087774E+03,+6.349605E-06,+8.087774E+03,+65.95728E-06
+8.067666E+03,+5.611342E-06,+8.067666E+03,+65.07082E-06
+8.047796E+03,+6.281212E-06,+8.047796E+03,+65.59425E-06
+8.028018E+03,+5.595652E-06,+8.028018E+03,+64.76292E-06
+8.007792E+03,+7.390558E-06,+8.007792E+03,+66.40876E-06
+7.987731E+03,+6.117411E-06,+7.987731E+03,+64.98776E-06
+7.967712E+03,+7.691469E-06,+7.967712E+03,+66.41428E-06
+7.947777E+03,+6.901285E-06,+7.947777E+03,+65.47717E-06
+7.927647E+03,+6.287863E-06,+7.927647E+03,+64.71539E-06
+7.907610E+03,+7.942596E-06,+7.907610E+03,+66.22245E-06
+7.887675E+03,+7.300599E-06,+7.887675E+03,+65.43353E-06
+7.867759E+03,+6.062583E-06,+7.867759E+03,+64.04873E-06
+7.847443E+03,+7.362247E-06,+7.847443E+03,+65.19866E-06
+7.827768E+03,+7.353806E-06,+7.827768E+03,+65.04521E-06
+7.807456E+03,+7.940002E-06,+7.807456E+03,+65.48171E-06
+7.787453E+03,+7.709802E-06,+7.787453E+03,+65.10409E-06
+7.767573E+03,+7.878024E-06,+7.767573E+03,+65.12579E-06
+7.747520E+03,+8.261647E-06,+7.747520E+03,+65.36162E-06
+7.727555E+03,+8.768669E-06,+7.727555E+03,+65.72150E-06
+7.707747E+03,+8.931895E-06,+7.707747E+03,+65.73874E-06
+7.687638E+03,+10.17014E-06,+7.687638E+03,+66.82878E-06
+7.667492E+03,+9.008079E-06,+7.667492E+03,+65.51824E-06
+7.647379E+03,+9.236025E-06,+7.647379E+03,+65.59795E-06
+7.627407E+03,+9.024559E-06,+7.627407E+03,+65.23928E-06
+7.607388E+03,+8.568116E-06,+7.607388E+03,+64.63531E-06
+7.587555E+03,+10.59060E-06,+7.587555E+03,+66.51162E-06
